Long,Lat
106.66447798199432,-6.653231011564948
106.90285517282604,-6.3596397686242305
107.03665954623371,-5.953710200514346
107.77460313671763,-6.159037759879671
106.5970189153187,-5.897250320434799
106.86215480888924,-5.62127886736434
106.04264049800919,-6.077377383313374
105.83036789345593,-5.786613851364649
107.24756406051968,-6.293201487030715
107.20182963802827,-6.468098111007852
106.8233688021575,-6.3542252625838875
107.34496677707253,-6.940527042663733
106.67193140603148,-6.649369194291059
107.30013605079841,-6.358616479880085
107.52897223770296,-6.514973547447092
107.76858527227144,-5.531005449670818
107.21323200952244,-6.782959887408286
105.94239052621892,-6.210878038828586
106.2552513825465,-6.189287935839525
107.25902754379422,-5.914181875113627
107.21589564001536,-7.059894325678471
107.35235220520177,-6.065679945116328
106.23937605563087,-7.0091455172864645
107.39981888189033,-6.742370603094767
106.93099062789614,-7.14973438522065
107.71368410402236,-7.177562674265254
106.36348685502949,-6.114012307449303
107.19089369855524,-6.64757922981604
106.71238890028373,-6.662759619667717
106.79890316605129,-6.877296191861383
107.48883267653136,-5.8473018983987775
106.52811896647336,-6.777715785648821
106.46187895421578,-5.758349138653047
106.46375817313222,-5.676855010283614
107.60868447721244,-5.592496484718932
107.29306535135686,-5.759751133540933
106.10971797381107,-7.168060970089791
105.97888617298713,-5.353335426674305
107.57511014838691,-6.164536561682308
106.4934131091672,-7.049240612445325
107.00921457078724,-6.826948111596063
107.28065615322265,-6.245451229571923
107.14713830219785,-5.339898092374684
106.50601761174525,-5.608769078354673
106.45894616073828,-5.527220621315248
106.90526860957635,-6.3361559979488415
106.46266956995969,-6.2102569700337
107.07957621670754,-6.8824580782477405
106.88593900325257,-6.968687453193126
106.33857896436957,-6.217548159459213
107.56724595568353,-5.9721306716119775
106.71914495512776,-5.205528469619761
107.59867108293406,-6.1490931959999315
106.4890836998885,-6.224880999922805
107.72722184938178,-5.498491417625326
105.83886317111941,-5.696657065883515
107.32663152010518,-6.427022634485255
107.74621019118678,-5.6715658230475405
106.4068167543153,-5.668545286870958
106.32164682047329,-6.910896171730082
106.72010513402005,-6.799228611699773
106.85249856049396,-5.503435293321665
107.08839354903367,-6.127016333031049
106.79335538189125,-6.8863976078231754
107.02497373242174,-5.358775256292459
106.24554023863315,-6.214819623703751
107.58308357782376,-5.955240903143426
106.52390561642079,-6.424678660154766
107.18750344021123,-6.449266106239227
