Long,Lat
106.90221722584025,-6.073755513914983
106.92459798469523,-6.340006176943671
106.81565998721783,-6.055463938968939
106.93931562325679,-6.3377927840972825
106.84582928581965,-6.028193630614682
106.72285791952605,-6.316943662885027
106.63864574019138,-6.27727881412255
106.66933855663758,-6.048133904450706
106.78570759559389,-6.208421546530343
106.76817809714682,-6.206731046644581
106.93393469231161,-6.151067654246216
106.66503604627516,-6.288010545551708
106.7648787666195,-6.026359289016718
106.78494618014808,-6.24366465079214
106.98484312809818,-6.02673260017379
106.92692079411984,-6.284237681306678
106.9512726210867,-6.08183737590257
106.64243702071806,-6.05191232458018
106.72526753893321,-6.17463609695646
106.83136641437503,-6.30827056159205
106.63068778534584,-6.160892918154457
106.95144711894451,-6.147076826572709
106.86337455477621,-6.326230280468269
106.91145686326513,-6.103104226814521
106.83506339767811,-6.263837095005965
106.73123125201127,-6.087156002004383
106.82150448549062,-6.048860732873275
106.9008749712121,-6.388431561752443
106.90640078783073,-6.297075595103244
106.80200643948234,-6.038399227148761
106.87170525807412,-6.197856964967873
106.92333765087635,-6.288893749919408
106.84778704628685,-6.024109203821348
107.00269992108336,-6.245458929614284
106.83826020394073,-6.053655017457596
106.71705804382853,-6.379889039718716
106.97474390634612,-6.07436413435659
106.80012534421653,-6.2267268650741485
106.62124840205045,-6.052819424984986
106.91152634969845,-6.24357971353455
106.74233838807689,-6.146691837451707
106.7580124284531,-6.147600960652055
107.00579375681441,-6.006261292490106
106.7633148464462,-6.126666031947533
106.90279488101767,-6.1000612635297875
106.79762460763105,-6.062244925410795
106.66487644393516,-6.332948723665721
106.94804748535928,-6.136459786285555
106.8693159413781,-6.020682264855163
106.7740848985979,-6.24171945305151
106.68132144150347,-6.344200220530063
106.7803802795962,-6.147017141627221
106.88868350933788,-6.039621303694234
106.86196674790922,-6.280434508336059
106.81013387546572,-6.292981288541026
106.9047247106001,-6.2111912728374605
106.82856800679066,-6.33788840725252
106.9145511031686,-6.236245821831858
106.94426652313653,-6.275785468801192
106.64511637947801,-6.071227889583937
106.81937930219547,-6.053449310727436
106.67872167570891,-6.164519056718289
106.93366253080578,-6.011162597249981
106.8821124527021,-6.215357521835612
106.79741442980308,-6.320379626260578
106.66319573620433,-6.387187223185277
106.70223953267036,-6.08566058823923
106.66659407024368,-6.350162383204551
106.80816677615256,-6.085392367646329
106.85415243062678,-6.1608772800983225
106.63972677026321,-6.030763979643904
106.82199446491418,-6.208851357087265
106.8789876627863,-6.108276761515591
106.66344364145098,-6.311490164193399
106.99234104354808,-6.151841350202237
106.85522204734613,-6.078533906263886
106.864033575733,-6.128802983781292
106.68495693001489,-6.066669082484927
106.88928544954065,-6.258522945819902
106.82869057131956,-6.122173311766794
106.77776349190466,-6.010328166947455
106.73690092695298,-6.0928073540059655
106.72840052891839,-6.109350947412479
106.80975349053936,-6.184394977796265
106.76415090792982,-6.218738341120294
106.78057197087541,-6.042938026324693
106.69826254013746,-6.101608116514353
106.84149598006191,-6.14498956822337
106.83321744375263,-6.129920139602357
106.8429950806319,-6.1363633998787845
106.73351080148765,-6.002145491899083
106.97097270578999,-6.257610168832712
106.89456232467423,-6.303951079317157
106.67006310589782,-6.374705608037805
106.85784922553496,-6.0160167011496855
106.67098672505487,-6.0224306356953505
106.64307467336585,-6.070766468084892
107.00542700473699,-6.295306995372876
106.87054502097219,-6.0432856239861215
106.8195619138063,-6.074779138018426
106.93304903393123,-6.334249135548146
106.7493646638693,-6.104782020730152
107.00561515187312,-6.358384968281921
107.01607887566698,-6.398729634206158
106.9599248867471,-6.0809908545686735
106.8178766519846,-6.228218606822269
106.89219308552786,-6.0470755692415965
106.76810363184667,-6.313911507622008
106.62417213150158,-6.379206756087796
106.9001083991769,-6.379947513044612
106.72199748101488,-6.317805578217534
106.85872767720258,-6.24689310522438
106.75339645350519,-6.278455616238731
107.01060131435196,-6.244907244067919
106.62864712120601,-6.145520011325635
106.90104562693566,-6.154216291154369
106.80701148921358,-6.299262585824774
106.78553527756286,-6.082169369533987
106.84852952886462,-6.186583004334651
106.79863410658466,-6.327087596883162
106.78321686238937,-6.2625598135056775
107.01275302330984,-6.133555937467843
106.79140372653887,-6.3630149160219265
106.76497258697773,-6.11418367840727
106.93536028706166,-6.226349686289141
106.71888165484225,-6.266131757825664
106.77415760890594,-6.227899211597483
106.83013401178103,-6.327468615540718
106.74615587152111,-6.376052075492978
106.86014925680149,-6.30409185125121
106.98673348347062,-6.237781560828458
106.85506706582318,-6.0421683646127855
106.77585039492251,-6.146665497317301
106.72071677149383,-6.098195893192727
106.76056467826358,-6.325634536598197
106.8720302894525,-6.170117959148703
106.91407018304429,-6.252451148124821
106.97302502096639,-6.397310031218753
106.69092288505986,-6.31815161902285
106.97238978294598,-6.300688678882812
106.62804047848336,-6.278864593930058
106.94593909014627,-6.360530528129627
106.75354069213887,-6.147485259800836
106.92080137273273,-6.1827884839283636
106.83919323146601,-6.297602486023288
106.74352157448963,-6.12752287858493
106.8029539913821,-6.385629227154688
107.01100834320265,-6.371291385106979
106.65074188238928,-6.210324453315436
106.81021083489986,-6.246692170003353
106.68295839034602,-6.245760845346992
106.98805795470201,-6.364433228677493
106.72800641937941,-6.156977837789359
106.65931572229124,-6.301660954702472
106.88061359483584,-6.377065701396444
106.97962088475724,-6.178139129100658
106.72617889246503,-6.346417125355683
106.99349212266634,-6.343757364679482
106.87491116987746,-6.2781980951486
106.74671867998724,-6.282281008536624
106.83623397987894,-6.088133289920862
106.65873422579564,-6.363261060030205
106.84989910310489,-6.383941942898947
